ID_Client,ID_Shop,Sex,Marital_Status,Age,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOTHERS_NAME,FLAG_FATHERS_NAME,FLAG_RESIDENCE_TOWN_WORKING_TOWN,FLAG_RESIDENCE_STATE_WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS_POSTAL_ADDRESS,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,TARGET_LABEL_BAD
17929,22,1,2,40,1,50,12,0,1,12,1,1,0,1,12,38,0.0,1,217.0,0,0
17930,24,0,0,30,1,31,8,0,0,12,1,1,0,1,48,921,0.0,1,800.0,1,1
17931,16,1,3,28,1,31,8,0,3,336,1,1,0,1,12,305,0.0,1,1042.0,1,0
17932,20,1,3,21,1,31,25,0,3,24,1,1,1,1,48,999,0.0,1,300.0,0,0
17933,66,1,3,30,1,31,12,0,0,12,1,1,1,1,108,1,0.0,0,1300.0,0,0
17934,23,0,1,27,1,31,20,0,3,312,1,1,0,1,12,118,0.0,1,650.0,1,0
17935,25,1,0,34,1,31,23,0,3,12,1,1,1,1,48,108,0.0,1,700.0,0,0
17936,24,1,3,28,1,31,8,0,3,36,1,1,1,1,24,205,0.0,1,360.0,0,1
17937,12,1,3,38,0,31,3,0,3,216,1,1,0,1,0,703,0.0,1,180.0,0,0
17938,25,0,3,24,1,31,12,0,1,48,1,1,1,1,36,999,0.0,0,430.0,0,0
17939,22,1,3,26,1,31,8,0,3,24,1,1,0,1,48,514,0.0,1,1841.0,1,0
17940,7,1,0,31,1,5,8,0,0,180,1,1,1,1,12,30,0.0,1,665.0,0,0
17941,2,1,3,71,1,31,25,0,2,24,1,1,0,1,0,13,0.0,1,180.0,0,0
17942,12,1,3,50,1,31,18,0,3,240,1,1,0,1,0,131,0.0,1,400.0,0,0
17943,17,0,0,50,1,31,12,0,3,240,1,0,0,1,0,999,0.0,1,0.0,2,0
17944,11,1,1,49,1,31,18,0,3,48,1,1,1,1,60,717,0.0,1,1576.0,0,1
17945,24,0,3,19,1,50,12,0,0,48,0,1,0,1,24,703,0.0,1,180.0,0,0
17946,15,1,3,38,1,31,18,0,3,456,1,1,0,0,0,999,0.0,1,0.0,0,0
17947,24,1,4,54,1,50,28,0,0,336,1,1,0,1,336,703,0.0,1,259.0,0,0
17948,23,1,0,33,1,31,18,0,3,12,1,1,1,1,132,999,0.0,1,490.0,0,0
17949,10,1,2,47,1,31,28,0,2,48,1,1,1,1,0,123,0.0,1,216.0,0,1
17950,6,1,3,21,0,50,12,0,1,24,1,1,1,1,12,950,0.0,0,220.0,0,0
17951,11,1,2,53,1,31,12,0,3,144,1,1,0,1,0,13,0.0,1,550.0,0,0
17952,25,1,0,31,1,50,12,0,3,96,1,1,0,1,0,999,0.0,1,514.0,0,1
17953,14,1,4,74,1,31,12,0,3,312,1,1,0,1,360,703,0.0,1,350.0,0,0
17954,5,0,0,37,0,50,18,0,3,120,1,1,1,1,0,202,0.0,1,840.0,0,0
17955,55,1,4,78,1,31,28,0,3,240,1,1,0,1,12,703,0.0,1,400.0,0,0
17956,24,0,2,43,1,31,8,0,3,264,1,1,1,1,48,1,0.0,1,1500.0,0,0
17957,16,1,3,18,0,50,8,0,3,216,1,0,1,1,12,60,0.0,1,220.0,0,0
17958,66,0,0,43,1,31,8,0,3,504,1,1,1,1,36,223,35000.0,1,650.0,0,0
17959,22,1,4,49,1,31,3,0,3,276,1,1,0,1,0,703,0.0,1,302.0,0,0
17960,10,1,3,22,1,31,20,0,3,240,1,1,0,1,0,210,0.0,1,0.0,0,0
17961,25,0,0,54,1,31,8,0,3,240,1,1,1,1,120,4,0.0,1,1850.0,1,0
17962,4,1,0,47,1,31,3,0,3,72,1,1,1,1,192,713,0.0,1,1003.0,2,0
17963,22,1,0,57,1,31,18,0,3,108,1,1,0,1,120,131,0.0,1,360.0,0,0
17964,12,1,3,27,0,50,20,0,2,72,1,1,1,1,12,26,0.0,0,232.0,0,1
17965,22,0,3,25,0,50,12,0,3,300,1,1,0,1,12,107,0.0,1,456.0,0,0
17966,24,1,4,57,1,31,12,0,3,600,1,1,0,1,36,725,0.0,1,615.0,0,0
17967,21,1,1,55,1,31,18,0,3,24,1,1,1,1,12,13,0.0,1,180.0,0,0
17968,24,0,3,36,1,31,8,0,3,84,1,0,1,1,24,953,0.0,1,585.0,1,0
17969,24,1,3,34,1,31,18,0,0,144,1,1,1,1,84,950,0.0,1,2300.0,0,0
17970,22,1,1,54,1,31,28,0,2,180,1,1,0,1,72,13,0.0,1,871.0,2,0
17971,55,0,3,29,1,31,25,0,3,360,1,1,0,1,96,999,0.0,1,450.0,0,0
17972,20,1,3,32,1,31,12,0,3,84,1,1,0,1,132,703,0.0,1,181.0,0,1
17973,22,0,3,34,0,31,3,0,3,60,1,1,0,1,24,49,0.0,1,450.0,0,0
17974,23,1,3,19,1,31,12,2,1,228,1,1,1,1,0,801,0.0,1,220.0,0,0
17975,19,1,0,29,1,31,25,0,3,120,1,1,0,1,0,999,0.0,1,950.0,0,1
17976,25,1,3,32,0,50,18,0,3,240,1,1,1,1,0,855,0.0,1,295.0,0,1
17977,15,0,0,56,1,31,12,0,3,396,1,1,0,1,12,515,0.0,1,997.0,1,0
17978,7,1,1,47,1,5,20,0,0,120,1,1,1,1,24,60,0.0,1,280.0,0,0
17979,23,1,3,30,1,31,18,0,3,300,1,1,1,1,12,950,0.0,1,470.0,0,0
17980,19,0,3,20,1,50,12,0,1,120,1,1,1,1,24,514,0.0,1,600.0,1,0
17981,2,1,0,55,1,31,18,0,3,372,1,1,0,1,276,4,0.0,1,438.0,0,0
17982,11,1,1,68,1,31,12,0,3,240,1,1,0,1,0,13,0.0,1,563.0,2,0
17983,24,0,0,24,1,31,12,0,2,12,1,1,0,1,12,136,0.0,1,348.96,0,0
17984,10,0,3,35,0,31,20,0,3,60,1,1,1,1,12,60,0.0,1,225.0,0,1
17985,13,1,3,27,1,31,3,0,3,180,1,1,1,1,12,205,0.0,1,220.0,0,0
17986,25,1,0,41,1,31,23,0,0,36,1,1,0,1,36,100,0.0,1,800.0,0,0
17987,17,1,0,33,1,50,23,0,3,204,1,1,0,1,12,205,0.0,1,359.0,0,1
17988,55,0,0,45,1,31,3,0,3,120,1,1,0,1,240,13,0.0,1,590.0,0,0
17989,23,1,0,43,1,31,12,0,3,120,1,1,1,1,240,4,0.0,1,823.0,0,1
17990,55,1,3,28,1,31,18,0,3,180,1,1,1,1,36,205,0.0,1,600.0,0,0
17991,3,1,0,37,1,31,28,0,3,0,1,1,0,1,36,950,0.0,1,300.0,0,1
17992,55,0,3,20,1,31,28,0,3,240,1,1,1,1,24,30,0.0,1,350.0,0,0
17993,25,0,0,34,0,50,12,0,3,120,1,1,0,1,0,522,0.0,1,587.0,0,0
17994,3,1,3,43,1,31,25,0,3,120,1,1,1,1,0,863,0.0,1,450.0,0,0
17995,22,1,3,26,0,50,28,0,1,312,1,1,1,1,0,999,0.0,1,300.0,0,1
17996,24,0,2,31,1,31,20,0,3,96,1,1,1,1,36,118,0.0,1,307.0,0,0
17997,17,0,0,37,1,31,18,0,3,444,1,1,0,1,12,999,0.0,1,1600.0,1,1
17998,10,0,0,30,1,50,8,0,3,12,1,1,1,1,12,950,0.0,1,1100.0,0,0
17999,55,1,0,46,1,31,25,0,0,252,1,1,0,0,240,950,400.0,1,1500.0,0,0
18000,24,1,3,22,1,50,12,0,3,264,1,1,1,1,24,999,0.0,1,300.0,0,0
18001,55,1,3,38,1,31,12,0,3,108,1,1,0,1,12,262,0.0,1,880.0,0,1
18002,9,1,0,41,1,5,12,0,0,24,1,1,1,1,12,24,300.0,1,580.0,1,0
18003,16,0,3,18,1,31,18,0,3,216,1,1,1,1,12,999,0.0,1,220.0,0,1
18004,13,1,0,58,1,31,18,0,3,120,1,1,0,1,12,999,0.0,1,1500.0,1,0
18005,19,0,0,24,1,31,8,0,3,12,1,1,1,1,12,514,0.0,1,720.0,1,0
18006,24,1,3,21,1,31,28,0,3,132,1,1,0,1,12,205,0.0,1,230.0,0,1
18007,15,0,3,20,1,31,20,0,1,240,1,1,1,1,12,999,0.0,1,1025.0,1,0
18008,23,1,4,71,1,31,18,0,3,120,1,1,0,1,12,703,0.0,1,210.0,0,0
18009,12,1,3,24,0,50,12,0,1,60,1,1,1,1,24,26,0.0,1,213.0,0,0
18010,9,1,4,67,0,50,12,0,3,300,1,1,0,1,12,703,0.0,1,670.0,1,0
18011,3,0,3,23,1,31,25,0,2,24,1,1,0,1,0,999,0.0,1,1000.0,0,0
18012,22,1,4,28,1,31,20,0,3,144,1,1,1,1,36,853,0.0,1,607.0,0,0
18013,25,0,3,25,1,31,20,0,3,60,1,1,1,1,72,40,0.0,1,520.0,0,0
18014,24,0,3,21,1,31,8,0,0,252,1,1,1,1,36,514,0.0,1,628.0,1,0
18015,3,0,3,21,1,31,20,0,3,60,1,1,0,1,0,218,0.0,1,300.0,0,1
18016,55,1,3,22,1,31,6,0,3,12,1,1,1,1,60,61,0.0,1,400.0,0,0
18017,25,0,3,35,1,50,8,0,3,360,1,1,0,1,12,38,0.0,1,360.0,0,0
18018,9,0,3,23,1,5,20,0,3,240,1,1,1,1,96,950,0.0,1,700.0,0,0
18019,19,0,0,34,1,31,12,0,3,48,1,1,1,1,36,707,0.0,1,460.0,1,0
18020,23,1,0,34,1,31,8,0,3,36,1,1,1,1,192,712,0.0,1,1519.0,1,0
18021,12,1,3,18,0,31,12,0,1,12,1,1,0,1,0,801,0.0,1,430.0,0,0
18022,3,0,3,28,1,31,12,0,3,36,1,1,0,1,0,520,0.0,1,680.0,1,0
18023,1,0,0,31,1,31,12,0,2,12,1,1,0,1,24,999,0.0,1,1800.0,0,1
18024,55,0,0,53,1,31,12,0,3,36,1,1,0,1,36,13,0.0,1,1079.0,1,0
18025,24,1,3,38,1,31,18,0,0,0,1,1,0,1,36,999,0.0,1,700.0,0,1
18026,12,0,0,51,1,31,11,0,3,600,1,1,0,1,120,515,0.0,1,1400.0,1,0
18027,24,0,3,33,1,31,8,0,1,180,1,1,1,1,48,999,0.0,1,421.0,0,0
18028,22,1,1,36,1,31,18,0,1,360,1,1,0,1,12,305,0.0,1,900.0,0,0
18029,25,1,3,19,0,50,28,0,3,228,1,1,1,1,12,999,0.0,1,240.0,0,0
18030,16,1,3,34,0,31,18,0,1,408,1,1,0,1,144,254,0.0,1,445.0,0,0
18031,17,0,0,40,1,31,12,0,3,84,1,1,1,1,84,202,0.0,1,450.0,0,0
18032,1,1,3,33,1,31,8,0,0,0,1,1,0,1,0,704,0.0,1,4092.0,1,0
18033,25,1,0,19,1,31,23,0,3,132,1,1,0,1,24,950,0.0,1,270.0,0,0
18034,55,1,1,50,1,31,12,0,3,60,1,1,1,1,12,950,0.0,1,520.0,0,0
18035,9,1,4,38,1,5,12,0,3,120,1,1,0,1,84,855,0.0,1,360.0,0,0
18036,55,1,3,35,1,31,12,0,2,120,1,1,0,1,72,165,0.0,1,350.0,0,0
18037,55,1,0,38,1,50,12,0,3,120,1,1,1,1,24,918,0.0,1,500.0,0,0
18038,25,1,3,50,1,31,8,0,2,12,1,1,0,1,144,26,0.0,1,220.0,0,0
18039,15,1,0,21,0,31,20,0,3,24,1,1,0,1,0,999,0.0,1,0.0,0,1
18040,25,1,3,43,1,50,12,0,3,240,1,1,0,1,192,950,0.0,1,1200.0,2,0
18041,66,0,3,27,1,31,8,0,3,72,1,1,1,1,48,161,0.0,1,600.0,0,0
18042,24,1,3,43,1,50,28,0,3,480,1,1,0,1,72,950,0.0,1,900.0,0,1
18043,1,1,1,39,1,31,12,0,3,120,1,1,1,1,228,132,0.0,1,849.0,0,0
18044,6,0,4,35,1,5,12,0,3,12,1,1,1,1,36,717,0.0,1,600.0,0,0
18045,96,0,0,29,1,31,12,0,0,36,1,1,1,1,12,218,0.0,1,535.0,0,1
18046,24,1,3,20,1,31,20,0,1,240,1,1,1,1,24,24,0.0,1,390.0,0,0
18047,25,1,3,47,1,31,12,0,0,24,1,1,1,1,84,853,0.0,1,1200.0,0,0
18048,24,1,0,51,1,31,18,0,3,288,1,1,0,1,336,131,0.0,1,320.0,0,0
18049,6,1,3,20,1,5,8,0,3,252,1,1,0,1,36,853,0.0,1,200.0,0,0
18050,17,0,3,28,0,31,8,0,3,72,1,1,0,1,12,514,0.0,1,542.0,0,0
18051,9,0,0,26,1,5,3,0,3,312,1,1,0,1,96,512,0.0,1,969.0,1,0
18052,25,1,3,42,1,50,18,0,3,504,1,1,0,1,12,999,0.0,1,515.0,0,1
18053,19,0,3,24,1,31,8,0,3,120,1,1,0,1,120,999,0.0,1,471.0,1,1
18054,21,1,0,43,1,31,8,0,3,84,1,1,1,1,192,999,0.0,1,900.0,0,0
18055,18,0,0,36,1,23,12,0,3,360,1,1,1,1,48,712,0.0,1,1241.0,0,0
18056,22,1,0,22,0,50,8,0,3,264,1,1,0,1,24,131,0.0,1,300.0,0,1
18057,55,0,0,38,1,31,12,0,3,120,1,1,1,1,0,991,0.0,1,271.0,0,0
18058,22,0,0,28,1,50,25,0,3,348,1,1,1,1,12,717,0.0,1,2500.0,0,1
18059,24,0,0,30,0,50,18,0,0,24,1,1,1,1,36,732,0.0,1,680.0,1,0
18060,55,1,3,41,1,31,12,0,3,324,1,1,0,1,60,999,0.0,1,1100.0,0,0
18061,20,0,3,18,1,31,27,0,3,12,1,1,1,1,12,652,0.0,1,280.0,0,0
18062,55,1,0,39,1,50,12,0,3,216,1,1,0,1,180,66,450.0,1,300.0,0,0
18063,22,0,3,18,0,50,20,0,3,36,1,1,1,1,12,60,0.0,1,323.0,0,1
18064,14,0,0,24,1,31,20,0,0,24,1,1,1,1,12,202,0.0,1,455.0,0,0
18065,24,0,0,46,0,50,12,0,3,480,1,1,1,1,132,254,0.0,1,350.0,0,0
18066,1,1,3,18,1,31,3,0,3,216,1,0,0,1,12,60,0.0,1,255.0,0,0
18067,11,0,0,52,1,31,8,0,3,36,1,1,0,1,12,923,0.0,1,1200.0,1,0
18068,2,0,3,19,1,31,20,0,3,96,1,1,0,1,0,60,0.0,1,220.0,0,0
18069,12,1,3,22,0,31,25,0,0,84,1,1,1,1,0,999,0.0,1,180.0,0,0
18070,16,1,0,35,1,31,28,0,3,72,1,1,1,1,12,712,0.0,1,295.0,0,1
18071,24,1,0,19,1,31,12,0,3,144,1,1,1,1,12,24,0.0,1,236.0,0,0
18072,3,1,3,30,0,50,25,0,3,24,1,1,0,1,60,65,0.0,1,500.0,0,1
18073,13,0,3,24,1,31,18,0,3,12,1,1,0,1,12,950,0.0,1,600.0,0,0
18074,20,1,3,34,1,31,28,0,3,48,1,1,0,1,36,154,0.0,1,800.0,0,1
18075,12,1,0,21,1,31,8,0,3,12,1,1,1,1,0,265,0.0,1,317.0,0,1
18076,2,0,0,22,1,50,28,0,3,84,1,1,0,1,0,59,0.0,1,400.0,0,0
18077,25,0,2,43,1,31,1,0,3,60,1,1,1,1,240,952,0.0,1,602.0,0,0
18078,15,1,1,28,1,56,25,0,3,12,1,1,1,1,84,950,0.0,1,1500.0,0,0
18079,23,1,0,65,1,31,12,0,3,420,1,1,0,1,0,13,0.0,1,1252.0,0,0
18080,55,1,4,56,1,31,8,0,3,420,1,1,0,1,96,704,0.0,1,3500.0,0,1
18081,24,0,3,20,1,50,12,0,3,180,1,1,1,1,12,159,0.0,1,400.0,0,1
18082,3,1,3,21,0,50,28,0,3,240,1,1,1,1,12,712,0.0,1,280.0,0,0
18083,25,0,3,38,1,31,18,0,0,36,1,1,1,1,12,999,0.0,1,323.0,0,1
18084,10,1,3,23,1,31,20,0,1,24,1,0,1,1,0,950,0.0,1,337.0,0,0
18085,24,1,3,20,0,50,20,0,3,144,1,1,1,1,0,40,0.0,1,300.0,0,0
18086,17,0,3,25,1,31,12,0,3,12,1,1,0,1,12,999,0.0,1,285.0,0,1
18087,23,0,3,33,0,31,28,0,3,84,1,1,0,1,12,30,0.0,1,424.0,0,1
18088,1,0,3,18,0,50,8,0,1,216,1,1,1,1,12,60,0.0,1,203.0,0,0
18089,55,1,3,19,1,31,12,0,1,240,1,1,1,1,0,992,0.0,1,255.0,0,0
18090,12,0,3,19,1,31,12,0,3,228,1,1,1,1,12,954,0.0,1,408.0,0,0
18091,22,1,2,23,0,50,18,0,3,84,1,1,0,1,36,62,1500.0,1,300.0,0,0
18092,55,1,4,67,1,50,8,0,3,180,1,1,0,1,492,703,0.0,1,950.0,0,1
18093,24,1,0,43,1,31,22,0,3,300,1,1,0,1,12,39,0.0,1,300.0,0,1
18094,20,0,3,30,1,50,12,0,3,348,1,1,0,1,48,953,0.0,1,492.0,0,0
18095,10,1,0,26,1,50,12,0,3,168,1,1,1,1,12,26,0.0,1,290.0,0,1
18096,24,1,0,26,1,31,18,0,3,12,1,1,0,1,12,215,0.0,1,1200.0,0,0
18097,25,0,3,25,1,31,3,0,3,36,1,1,1,1,0,24,0.0,1,450.0,0,0
18098,22,1,0,31,1,31,18,0,3,240,1,1,0,1,12,950,0.0,1,292.0,0,1
18099,25,0,2,50,1,31,12,0,2,156,1,1,0,1,156,707,0.0,1,600.0,0,0
18100,22,1,2,20,1,31,3,0,3,72,1,1,0,1,60,999,0.0,1,300.0,0,1
18101,22,1,3,38,1,31,8,0,3,36,1,1,0,1,24,205,0.0,1,250.0,0,0
18102,17,1,3,21,1,31,1,0,3,192,1,1,1,1,12,999,0.0,1,247.0,0,0
18103,15,1,3,35,1,31,23,0,3,408,1,1,1,1,12,26,0.0,1,200.0,0,0
18104,13,1,3,24,1,31,12,0,3,72,1,1,0,1,12,113,0.0,1,330.0,0,0
18105,3,0,0,49,0,50,3,0,3,240,1,1,0,1,132,707,0.0,1,369.0,2,0
18106,25,1,3,23,1,50,8,0,1,276,1,1,1,1,0,125,0.0,1,800.0,0,0
18107,8,0,3,20,0,50,20,0,3,132,1,1,1,1,12,60,0.0,1,260.0,0,0
18108,25,0,2,25,1,31,8,0,0,24,1,1,0,1,24,999,0.0,1,492.0,0,0
18109,15,1,3,33,1,31,20,0,0,84,1,1,1,1,36,35,0.0,1,236.0,0,0
18110,10,0,0,38,1,31,8,0,3,12,1,1,0,1,0,515,0.0,1,800.0,0,0
18111,25,0,3,19,1,31,18,0,1,144,1,1,1,1,0,26,0.0,1,189.0,0,0
18112,55,1,3,18,1,50,8,0,3,60,1,1,1,1,24,60,0.0,1,400.0,1,0
18113,15,1,3,21,1,31,18,0,1,204,1,1,1,1,12,210,0.0,1,578.0,0,0
18114,25,1,0,42,1,31,18,0,2,36,1,1,1,1,24,205,0.0,1,360.0,0,0
18115,22,1,0,29,1,50,27,0,3,120,1,1,0,1,60,131,0.0,1,500.0,0,0
18116,55,1,3,32,1,31,12,0,0,384,1,1,1,1,36,130,0.0,1,300.0,0,0
18117,6,0,0,22,1,5,8,0,3,36,1,1,0,1,12,522,0.0,1,485.0,0,0
18118,12,1,3,27,0,31,28,0,3,204,1,1,0,1,0,165,0.0,1,400.0,0,0
18119,55,1,1,35,0,31,3,0,0,240,1,1,0,1,36,205,0.0,1,300.0,0,0
18120,22,1,3,21,1,31,3,0,3,144,1,1,0,1,12,72,0.0,1,1359.0,0,1
18121,10,1,4,57,1,31,20,0,3,36,1,1,0,1,0,13,0.0,1,420.0,0,0
18122,8,1,3,34,1,31,8,0,3,60,1,1,0,1,60,703,0.0,1,1900.0,0,0
18123,2,1,0,30,1,31,8,0,3,204,1,1,1,1,36,305,0.0,1,1600.0,0,0
18124,55,0,3,21,1,31,3,0,0,180,1,1,0,1,60,26,0.0,1,300.0,0,0
18125,21,1,4,74,1,31,18,0,3,240,1,1,0,1,0,999,0.0,1,636.0,0,0
18126,22,0,0,25,1,31,8,0,3,12,1,0,0,1,60,999,0.0,1,639.0,0,0
18127,1,1,3,30,0,31,8,0,3,348,1,1,1,1,60,205,0.0,1,400.0,0,0
18128,10,0,0,50,1,31,28,0,3,120,1,1,0,1,0,13,0.0,1,1300.0,0,1
18129,9,0,0,39,1,5,23,0,3,84,1,1,1,1,0,202,0.0,1,640.0,1,0
18130,22,1,3,28,1,31,20,0,0,24,1,1,0,1,12,165,0.0,1,400.0,0,0
18131,25,1,3,54,1,31,25,0,3,240,1,1,0,1,300,131,0.0,1,500.0,0,0
18132,8,1,3,19,1,31,18,0,3,60,1,1,0,1,12,40,0.0,1,220.0,0,0
18133,55,1,0,51,1,31,12,0,3,180,1,1,1,1,156,130,0.0,1,728.0,2,0
18134,20,0,3,41,1,31,12,0,0,12,1,0,1,1,12,26,0.0,1,220.0,0,1
18135,12,0,0,23,0,31,25,0,3,12,1,1,1,1,0,134,0.0,1,220.0,0,0
18136,15,1,3,18,1,31,12,0,3,216,1,1,1,1,0,999,0.0,1,200.0,0,0
18137,17,1,3,20,1,31,20,0,0,24,1,1,1,1,24,203,0.0,1,198.0,0,0
18138,24,1,3,19,1,31,27,0,3,228,1,1,0,1,12,40,0.0,1,180.0,0,1
18139,25,0,0,39,1,31,20,0,3,120,1,1,0,1,240,999,0.0,1,400.0,0,0
18140,10,0,3,57,1,31,12,0,3,120,1,1,0,1,0,13,0.0,1,519.0,0,0
18141,14,0,3,33,1,31,23,0,2,24,1,1,1,1,180,30,0.0,1,380.0,0,0
18142,21,1,3,24,1,31,8,0,0,12,1,1,1,1,24,26,0.0,1,350.0,0,0
18143,23,1,3,27,1,31,28,0,3,24,1,1,1,1,60,205,0.0,0,300.0,0,0
18144,55,0,3,33,1,31,8,0,3,120,1,1,1,1,60,999,0.0,1,462.0,1,1
18145,8,1,0,43,0,50,12,0,3,120,1,1,0,1,0,2,0.0,1,2000.0,0,0
18146,25,1,0,45,0,31,20,0,3,84,1,1,1,1,96,26,0.0,0,218.0,0,0
18147,22,0,0,34,1,31,12,0,3,48,1,1,0,1,60,953,0.0,1,430.0,1,0
18148,22,1,3,21,1,50,23,0,3,252,1,1,0,1,36,950,0.0,1,450.0,0,1
18149,55,1,0,31,1,31,25,0,0,12,1,1,1,1,12,40,0.0,1,200.0,0,0
18150,25,1,3,41,1,50,12,0,0,24,1,1,1,1,12,159,0.0,1,385.0,0,0
18151,25,0,0,23,1,50,28,0,0,24,1,1,1,1,0,60,0.0,1,225.0,0,0
18152,25,1,3,18,0,31,18,0,3,216,1,1,1,1,0,654,0.0,1,225.0,0,0
18153,1,1,3,26,0,50,28,0,3,84,1,1,1,1,144,60,0.0,1,360.0,0,0
18154,19,0,2,24,1,31,8,0,0,48,1,1,0,1,60,514,0.0,1,800.0,1,1
18155,1,1,0,25,1,31,20,0,3,60,1,0,0,1,120,26,0.0,1,251.0,0,0
18156,16,1,4,51,1,31,25,0,3,60,1,1,0,1,12,703,0.0,1,180.0,0,0
18157,23,1,3,25,1,31,16,0,0,12,1,1,0,1,0,713,0.0,1,460.0,1,0
18158,8,1,3,27,1,31,28,0,3,12,1,1,0,1,12,950,0.0,1,500.0,0,0
18159,10,1,0,22,1,31,8,0,3,12,1,1,0,1,0,950,0.0,1,270.0,0,0
18160,9,1,0,27,1,5,20,0,1,48,1,1,1,1,72,713,0.0,1,803.0,0,1
18161,23,0,0,37,1,31,18,0,3,96,1,1,1,1,48,953,0.0,1,800.0,1,0
18162,9,1,3,29,1,5,18,0,3,468,1,1,1,1,48,60,0.0,1,700.0,0,0
18163,3,1,3,19,1,31,12,0,3,12,1,1,1,1,12,950,0.0,1,180.0,0,0
18164,24,0,0,32,1,31,8,0,3,360,1,1,1,1,48,999,0.0,1,1007.0,1,1
18165,20,1,0,31,1,31,25,0,3,84,1,1,0,1,36,704,0.0,1,681.0,0,0
18166,24,1,0,60,1,31,12,0,3,300,1,1,0,1,0,720,2663.0,1,0.0,0,0
18167,55,0,2,31,1,31,8,0,3,360,1,1,0,1,144,202,0.0,1,800.0,0,0
18168,20,1,2,43,1,31,8,0,2,96,1,1,1,1,96,351,0.0,1,963.0,0,0
18169,17,0,0,35,1,31,8,0,2,12,1,1,0,1,0,514,0.0,1,0.0,1,0
18170,24,1,0,44,1,31,8,0,3,120,1,1,0,1,60,950,0.0,1,400.0,1,0
18171,23,1,3,31,1,31,18,0,3,60,1,1,0,1,12,254,0.0,1,410.0,0,1
18172,23,1,0,47,1,31,12,0,3,72,1,1,0,1,0,950,0.0,1,1000.0,0,0
18173,11,1,3,61,1,31,18,0,3,36,1,1,1,1,228,24,0.0,1,714.0,0,0
18174,21,1,3,40,1,31,12,0,0,72,1,1,1,1,24,205,0.0,1,272.0,0,0
18175,10,1,3,52,0,31,25,0,3,624,1,1,1,1,0,205,0.0,1,226.0,0,0
18176,1,0,3,21,1,50,8,0,3,240,1,1,0,1,12,24,0.0,1,275.0,0,0
18177,24,1,3,35,1,31,20,0,3,156,1,1,0,1,60,501,0.0,1,350.0,0,0
18178,22,0,3,57,0,50,28,0,3,300,1,1,0,1,12,952,0.0,1,360.0,0,1
18179,10,0,0,44,1,31,18,0,3,36,1,1,1,1,24,521,0.0,1,520.0,1,0
18180,7,1,0,24,1,5,20,0,3,84,1,1,1,1,60,950,0.0,1,700.0,0,0
18181,22,1,2,29,1,31,3,0,3,96,0,1,0,1,36,717,0.0,1,2000.0,1,0
18182,16,1,0,42,0,31,20,0,3,276,1,1,0,1,12,205,0.0,1,180.0,0,0
18183,10,1,3,18,1,31,20,0,1,216,1,1,0,1,0,950,0.0,1,270.0,0,0
18184,5,0,0,36,1,5,20,0,1,108,1,1,1,1,0,999,0.0,1,950.0,0,0
18185,20,1,3,31,1,50,12,0,3,12,1,1,1,1,36,205,0.0,1,540.0,0,0
18186,18,0,1,40,1,23,18,0,3,120,1,1,1,1,240,514,0.0,1,1140.0,0,1
18187,17,1,1,30,1,31,20,0,1,12,1,1,0,1,12,714,0.0,1,361.0,0,0
18188,24,0,0,62,1,31,25,0,3,252,1,1,0,1,108,13,0.0,1,2400.0,2,0
18189,2,0,3,36,1,31,28,0,3,420,1,1,1,1,108,305,0.0,1,730.0,0,0
18190,25,1,3,37,1,50,8,0,0,120,1,0,1,1,12,855,0.0,1,300.0,0,1
18191,22,0,3,21,0,50,25,0,3,36,1,1,0,1,36,999,0.0,1,600.0,0,1
18192,1,0,3,18,0,50,12,0,3,12,1,1,1,1,12,855,0.0,1,270.0,0,0
18193,24,0,0,31,1,50,3,0,3,84,1,1,1,1,24,32,0.0,1,380.0,0,0
18194,12,0,1,34,0,31,28,0,3,408,1,1,0,1,12,702,0.0,1,600.0,0,0
18195,22,0,3,19,1,31,20,0,3,228,1,1,0,1,12,950,0.0,1,440.0,1,0
18196,25,1,0,39,1,50,8,0,3,216,1,1,1,1,0,992,1200.0,1,290.0,0,0
18197,55,1,0,32,1,31,12,0,3,36,1,1,0,1,24,65,0.0,1,400.0,0,0
18198,10,1,0,44,0,50,20,0,3,60,1,1,0,1,0,165,0.0,1,450.0,0,0
18199,5,0,3,23,1,5,18,0,3,120,1,1,1,1,0,312,0.0,1,250.0,0,0
18200,23,1,0,32,1,31,25,0,0,180,1,1,1,1,12,205,0.0,1,360.0,0,1
18201,9,1,0,64,1,5,8,0,3,12,1,1,0,1,12,999,2600.0,1,100.0,0,0
18202,17,0,1,58,1,31,8,0,3,144,1,1,1,1,24,522,0.0,1,725.0,1,1
18203,12,1,3,20,1,31,12,0,3,228,1,1,1,1,0,806,0.0,1,190.0,0,0
18204,25,1,0,35,1,31,8,0,0,48,1,1,0,1,120,720,639.0,1,10.0,0,0
18205,18,0,3,33,1,23,28,0,3,324,1,1,1,1,72,218,0.0,1,350.0,0,0
